순위,단어,품사,등급,카테고리
2041,소비05,명,C,기타
775,소비자,명,B,기타
10110,소비하다,동,C,기타
604,소설03,명,B,기타
4438,소설가,명,B,기타
2218,소속01,명,C,기타
3821,소수08,명,C,기타
2713,소스01,명,B,기타
9195,소시지,명,B,기타
1079,소식04,명,B,기타
21016,소아과,명,C,기타
5633,소요되다,동,C,기타
4525,소용07,명,C,기타
8118,소용없다,형,B,기타
3876,소원04,명,C,기타
2598,소위06,부,C,기타
1538,소유03,명,C,기타
2966,소유자,명,C,기타
4352,소유하다01,동,C,기타
3043,소음06,명,C,기타
1499,소재05,명,C,기타
2772,소주05,명,B,기타
1993,소중하다,형,C,기타
7280,소중히,부,C,기타
6084,소지품,명,C,기타
6260,소질03,명,C,기타
4073,소파06,명,A,기타
11884,소포01,명,B,기타
5121,소풍02,명,A,기타
1307,소프트웨어,명,C,기타
4213,소형03,명,C,기타
5024,소홀히,부,C,기타
4807,소화06,명,C,감정 및 상태
5634,소화하다01,동,C,감정 및 상태
60,속01,명,A,기타
3481,속담,명,C,기타
1072,속도01,명,B,기타
9645,속마음,명,C,기타
5932,속삭이다,동,C,기타
8120,속상하다02,형,C,기타
5122,속옷,명,B,사물
4074,속이다,동,C,기타
1436,속하다02,동,B,기타
185,손01,명,A,기타
1273,손가락,명,A,기타
5771,손길,명,C,기타
11888,손녀,명,B,기타
902,손님,명,A,사람 및 관계
6830,손등01,명,C,기타
5123,손목,명,B,기타
2773,손바닥,명,B,기타
5025,손발,명,B,기타
8811,손뼉,명,B,기타
8812,손수01,부,C,기타
8121,손수건,명,B,기타
4620,손쉽다,형,C,추상적 개념
5124,손실,명,C,기타
3154,손자01,명,B,기타
9647,손잡다,동,C,기타
7281,손잡이,명,B,기타
4707,손질,명,C,기타
4526,손질하다,동,C,기타
4708,손톱01,명,B,기타
3008,손해,명,C,기타
2553,솔직하다,형,B,기타
2445,솔직히,부,B,기타
6261,솜,명,C,기타
2339,솜씨,명,C,기타
3241,솟다01,동,C,기타
8122,송아지,명,B,기타
6085,송이01,명,B,기타
8813,송편,명,B,기타
6086,쇠01,명,C,기타
2181,쇠고기,명,A,기타
3822,쇼02,명,B,기타
9202,쇼핑,명,A,기타
6,수02,의,A,기타
7045,수02,명,C,기타
907,수26,명,C,기타
4527,수건,명,A,기타
7816,수고01,명,C,기타
7046,수고하다01,동,B,기타
6441,수년02,명,B,기타
1274,수단01,명,C,기타
1666,수도09,명,C,기타
2931,수도권,명,C,기타
7283,수도꼭지,명,C,기타
8124,수돗물,명,B,기타
5508,수동적02,명,C,기타
10119,수리하다02,동,C,기타
8126,수만,관,C,기타
1370,수많다,형,B,기타
4075,수면07,명,C,기타
3937,수명05,명,C,기타
4353,수박01,명,A,기타
4285,수백04,관,C,기타
2575,수상09,명,B,기타
1922,수석02,명,C,기타
1722,수술05,명,B,기타
4914,수시로,부,C,기타
2714,수십,관,C,기타
9208,수업03,명,C,기타
919,수업04,명,A,기타
3590,수없이,부,C,기타
4134,수염04,명,B,기타
2899,수영02,명,A,기타
11896,수영장,명,A,기타
1675,수요06,명,C,기타
7818,수요일,명,A,직업 및 활동
2530,수입01,명,B,기타
1180,수입02,명,B,기타
8129,수입되다02,동,C,기타
8130,수입품02,명,C,기타
3877,수입하다02,동,B,기타
8438,수저01,명,C,기타
522,수준,명,C,기타
5234,수집02,명,C,장소
4135,수집하다02,동,C,장소
4076,수천07,관,C,기타
1161,수출03,명,B,기타
6445,수출하다03,동,B,기타
6088,수컷,명,C,기타
3075,수표01,명,B,기타
5235,수필04,명,C,기타
7049,수학03,명,B,기타
3823,수학05,명,B,기타
2358,수행하다02,동,C,기타
4808,수험생,명,C,기타
3417,수화기,명,B,감정 및 상태
9653,숙녀,명,C,기타
6446,숙소02,명,B,기타
2473,숙이다,동,B,기타
1627,숙제03,명,A,기타
532,순간03,명,B,기타
5637,순간적,명,C,기타
1948,순서,명,B,기타
3759,순수03,명,C,기타
2237,순수하다02,형,B,기타
4528,순식간,명,C,기타
5774,순위,명,C,기타
6627,순진하다01,형,C,기타
9655,순하다02,형,C,기타
7561,숟가락,명,A,기타
372,술01,명,A,기타
854,술06,의,A,기타
7562,술병02,명,B,기타
8134,술자리,명,B,기타
5509,술잔,명,B,기타
2387,술집,명,B,장소
1137,숨01,명,B,기타
3192,숨기다,동,C,기타
2006,숨다01,동,B,기타
3009,숨지다,동,C,기타
1820,숫자,명,B,기타
1038,숲01,명,B,기타
992,쉬다03,동,A,기타
2388,쉬다04,동,B,기타
27846,쉰,수,A,기타
246,쉽다,형,A,추상적 개념
6447,슈퍼마켓,명,A,기타
2900,스님,명,B,기타
4078,스무,관,A,기타
10126,스물,수,A,기타
614,스스로,부,B,기타
1340,스스로,명,B,기타
2132,스승01,명,C,기타
6628,스웨터,명,B,기타
4354,스위치,명,C,기타
2599,스치다01,동,C,기타
17164,스케이트,명,B,기타
9213,스케줄,명,B,기타
9214,스키,명,A,기타
10634,스키장,명,B,기타
1676,스타,명,B,기타
2238,스타일,명,B,직업 및 활동
3646,스튜디오,명,C,기타
1486,스트레스,명,A,기타
1689,스포츠,명,A,기타
5511,슬그머니,부,C,기타
5125,슬쩍,부,C,기타
7822,슬퍼하다,동,B,기타
2284,슬프다,형,A,감정 및 상태
2804,슬픔,명,B,감정 및 상태
1742,습관,명,B,기타
7564,습기02,명,C,기타
4136,승객,명,C,기타
2744,승리,명,C,기타
6089,승리하다,동,C,기타
4079,승부03,명,C,기타
2774,승용차,명,B,기타
3591,승진03,명,C,기타
2657,시06,명,A,기타
193,시10,의,A,기타
442,시13,명,C,기타
3760,시각03,명,C,기타
1264,시각04,명,C,기타
551,시간04,의,A,시간 및 빈도
99,시간04,명,A,시간 및 빈도
1677,시계01,명,A,기타
1539,시골,명,B,기타
7823,시금치,명,C,기타
4080,시기04,명,C,기타
579,시기05,명,C,기타
4809,시끄럽다,형,B,기타
5126,시나리오,명,C,기타
2340,시내03,명,B,기타
12628,시내버스,명,B,기타
111,시대02,명,B,기타
10637,시대적,명,C,기타
9658,시댁,명,C,기타
4530,시도07,명,C,기타
2446,시도하다03,동,B,기타
8822,시들다,동,C,기타
8823,시디01,명,C,기타
6267,시디롬,명,C,기타
1548,시리즈,명,B,기타
4001,시멘트,명,C,기타
611,시민,명,B,기타
9660,시부모,명,B,기타
1027,시선03,명,C,기타
650,시설03,명,B,기타
1641,시스템,명,C,기타
27910,시아버지,명,B,기타
4915,시야03,명,C,기타
3824,시어머니,명,B,기타
9222,시외01,명,B,기타
18933,시외버스,명,C,기타
1844,시원하다,형,A,기타
1509,시월01,명,A,기타
1463,시위04,명,C,기타
890,시인10,명,B,기타
5935,시일04,명,C,직업 및 활동
1454,시작01,명,A,기타
573,시작되다01,동,A,기타
131,시작하다01,동,A,기타
5513,시장03,명,C,장소
218,시장04,명,A,장소
559,시절01,명,B,기타
2239,시점02,명,C,기타
3482,시중03,명,C,기타
3938,시즌,명,C,기타
3825,시집01,명,B,장소
4532,시집03,명,C,장소
5638,시집가다,동,C,장소
5639,시청01,명,B,기타
5514,시청률,명,C,기타
2503,시청자,명,B,기타
876,시키다01,동,B,기타
5936,시합01,명,C,기타
639,시험03,명,A,기타
725,식04,의,B,기타
1556,식구01,명,B,기타
8140,식기01,명,C,기타
3878,식다01,동,B,기타
1393,식당,명,A,기타
1907,식량03,명,C,기타
10131,식료품,명,C,기타
1444,식물02,명,B,기타
4711,식빵,명,B,기타
928,식사03,명,A,음식
5777,식사하다02,동,A,음식
6268,식생활,명,C,기타
8444,식욕,명,C,기타
2635,식용유,명,B,기타
6091,식초,명,B,기타
2932,식탁,명,A,기타
1723,식품01,명,B,기타
27929,식품점,명,C,기타
10132,식히다,동,C,기타
2341,신02,명,B,기타
1141,신09,명,C,기타
1022,신경04,명,C,기타
2687,신고01,명,B,기타
3320,신고하다01,동,C,기타
4002,신규,명,C,기타
3939,신기하다01,형,C,기타
5237,신기하다04,형,C,기타
4082,신념01,명,C,기타
2715,신다,동,A,기타
,신라,고,C,기타
3156,신랑02,명,B,기타
513,신문10,명,A,기타
5516,신문사,명,B,기타
5127,신문지,명,B,기타
2199,신발,명,A,사물
7054,신부04,명,C,기타
2285,신부10,명,B,기타
2133,신분02,명,C,기타
5238,신비02,명,C,기타
8826,신사16,명,C,기타
2658,신선하다03,형,B,기타
5239,신설03,명,C,기타
4355,신세02,명,C,기타
4810,신세대,명,C,기타
5939,신속하다02,형,C,기타
2266,신용01,명,B,기타
4214,신인07,명,C,기타
4083,신입생,명,B,기타
5940,신제품,명,C,기타
5941,신중하다,형,C,기타
2359,신청01,명,B,기타
7828,신청서,명,C,기타
4003,신청하다01,동,C,기타
1209,신체02,명,B,기타
9666,신체적,명,C,기타
2868,신호01,명,B,기타
6269,신호등,명,B,기타
8828,신혼부부,명,B,기타
6270,신혼여행,명,B,기타
1575,신화04,명,C,감정 및 상태
1520,싣다01,동,B,기타
6271,실01,명,C,기타
5240,실감,명,C,기타
2343,실내,명,B,기타
3193,실력02,명,B,기타
7291,실례01,명,A,기타
17194,실례하다,동,A,기타
2360,실로01,부,C,기타
2007,실리다01,동,C,기타
5241,실망02,명,C,기타
5372,실망하다02,동,C,기타
1540,실수01,명,B,기타
9670,실수하다,동,B,기타
3157,실습,명,C,기타
1870,실시03,명,C,기타
2134,실시되다,동,C,기타
771,실시하다03,동,C,기타
4004,실은,부,C,기타
4288,실장,명,C,기타
2162,실정04,명,C,기타
3647,실제02,부,C,기타
1809,실제02,명,B,기타
855,실제로,부,C,기타
3761,실질적,명,C,기타
943,실천01,명,C,기타
1894,실천하다01,동,C,기타
2504,실체02,명,C,기타
5128,실컷,부,C,기타
3076,실태02,명,C,기타
3242,실패02,명,B,기타
2933,실패하다01,동,B,기타
1908,실험,명,C,기타
3537,실현,명,C,기타
4917,실현되다,동,C,기타
3694,실현하다,동,C,기타
776,싫다01,형,A,기타
10136,싫어지다,동,B,기타
2636,싫어하다,동,A,기타
1073,심각하다02,형,B,기타
9231,심각해지다,동,C,기타
1333,심다01,동,B,기타
2416,심리01,명,B,기타
6451,심리적,명,C,기타
6095,심부름,명,B,기타
3484,심사08,명,C,기타
6634,심심하다01,형,C,기타
2042,심장02,명,C,기타
2417,심정01,명,C,기타
4005,심판02,명,C,기타
761,심하다,형,B,기타
5373,심해지다,동,B,기타
24036,십,수,A,기타
1410,십이월,명,A,기타
2099,십일월,명,A,직업 및 활동
8830,싱겁다,형,B,기타
4137,싱싱하다,형,C,기타
92,싶다,보,A,기타
5641,싶어지다,보,C,기타
7292,싸구려,명,C,기타
2100,싸다01,동,B,기타
2240,싸다05,형,A,기타
1007,싸우다,동,A,기타
1384,싸움,명,B,기타
9233,싹02,부,C,기타
8146,싼값,명,C,기타
695,쌀,명,B,기타
5778,쌍02,명,C,기타
5031,쌍둥이,명,C,기타
1521,쌓다,동,B,기타
1411,쌓이다,동,B,기타
5944,썩01,부,C,기타
2901,썩다,동,B,기타
1098,썰다01,동,B,기타
5779,썰렁하다,형,C,기타
2418,쏘다01,동,B,기타
2344,쏟다,동,B,기타
1895,쏟아지다,동,B,기타
169,쓰다01,동,A,동작
1795,쓰다02,동,A,동작
175,쓰다03,동,A,동작
10658,쓰다06,형,B,동작
5244,쓰다듬다,동,C,동작
2576,쓰러지다,동,C,기타
1046,쓰레기,명,A,기타
7835,쓰레기통,명,B,기타
7571,쓰이다01,동,B,기타
1359,쓰이다03,동,C,기타
9675,쓴맛,명,C,음식
4443,쓸다02,동,C,기타
7057,쓸데없다,형,C,기타
8832,쓸데없이,부,C,기타
4289,쓸쓸하다,형,C,기타
5642,씌우다01,동,C,기타
3361,씨01,명,B,기타
37,씨07,의,A,기타
5374,씨름,명,B,기타
6096,씨앗,명,C,기타
6272,씩씩하다02,형,B,기타
2968,씹다01,동,B,기타
9238,씻기다01,동,C,기타
10138,씻기다02,동,C,기타
947,씻다,동,A,기타
297,아02,감,A,기타
2474,아가씨,명,B,기타
615,아기01,명,A,기타
1363,아까,부,B,기타
4356,아까,명,B,기타
3695,아깝다,형,C,기타
1884,아끼다,동,C,기타
913,아나운서,명,B,기타
408,아내01,명,A,기타
3538,아냐,감,C,기타
7058,아뇨01,감,B,기타
817,아니01,부,A,기타
765,아니02,감,B,기타
16,아니다,형,A,기타
4918,아니야,감,B,기타
2447,아니요,감,A,기타
1845,아니하다,보,C,기타
24058,아드님,명,C,기타
295,아들,명,A,기타
453,아래01,명,A,기타
7059,아래쪽,명,B,기타
11936,아래층,명,B,기타
7836,아랫사람,명,C,기타
4712,아르바이트,명,C,기타
332,아름답다,형,A,기타
735,아마01,부,A,기타
2135,아마도,부,B,기타
748,아무01,관,A,기타
908,아무01,대,A,기타
4533,아무개,대,C,기타
1464,아무것,명,B,기타
1949,아무래도,부,B,기타
1028,아무런,관,C,기타
2805,아무렇다,형,B,기타
693,아무리,부,B,기타
2969,아무튼,부,B,기타
2870,아버님,명,B,기타
153,아버지,명,A,기타
379,아빠,명,A,기타
5375,아쉬움,명,C,기타
3077,아쉽다,형,C,추상적 개념
7060,아스팔트,명,C,기타
,아시아,고,B,기타
4139,아아01,감,B,기타
1557,아예,부,C,기타
2101,아울러,부,C,기타
3010,아유01,감,C,기타
96,아이01,명,A,기타
3485,아이02,감,B,기타
2043,아이고,감,B,기타
2531,아이디어,명,C,기타
14611,아이스크림,명,A,기타
616,아저씨,명,A,기타
274,아주01,부,A,기타
1743,아주머니,명,A,기타
2419,아줌마,명,A,기타
201,아직01,부,A,기타
323,아침,명,A,시간 및 빈도
851,아파트,명,A,기타
589,아프다,형,A,감정 및 상태
,아프리카,고,B,기타
2361,아픔,명,B,기타
7061,아하,감,C,기타
12669,아홉,수,A,기타
49265,아흔,수,A,기타
3122,악기05,명,B,기타
4218,악몽,명,C,기타
4290,악수06,명,B,기타
118,안01,명,A,기타
44,안02,부,A,기타
8153,안04,명,C,기타
3762,안개,명,C,기타
2659,안경03,명,A,기타
15800,안과02,명,C,기타
4813,안기다01,동,C,기타
4006,안기다02,동,C,기타
4219,안내01,명,C,기타
5032,안내하다,동,B,기타
7294,안녕,감,A,기타
1978,안녕하다,형,A,기타
4444,안녕히,부,A,기타
929,안다01,동,A,기타
,안동,고,C,기타
2970,안되다01,동,A,기타
7295,안되다02,형,B,기타
2136,안방02,명,B,기타
8154,안부01,명,C,기타
9241,안심하다,동,C,기타
2115,안전03,명,B,기타
2835,안전하다,형,B,기타
1474,안정01,명,C,기타
3696,안정되다,동,C,기타
4623,안주04,명,B,기타
3362,안쪽,명,B,기타
2554,안타깝다,형,B,기타
4445,안팎,명,C,기타
183,앉다,동,A,기타
5033,앉히다,동,C,기타
1859,않다,동,A,기타
11,않다,보,A,기타
2200,알01,명,B,기타
36,알다,동,A,기타
500,알려지다,동,B,기타
5246,알루미늄,명,C,기타
993,알리다,동,B,기타
1364,알맞다,형,B,기타
4357,알아내다,동,C,기타
2362,알아듣다,동,B,동작
388,알아보다,동,C,동작
5247,알아주다,동,C,기타
7066,알코올,명,C,기타
2137,앓다,동,B,기타
4358,암08,명,B,기타
5783,암시01,명,C,기타
5946,암컷,명,C,기타
2008,압력,명,C,기타
64,앞,명,A,기타
5376,앞길01,명,B,기타
5784,앞날,명,C,기타
1628,앞두다,동,C,기타
4220,앞뒤,명,B,기타
10669,앞문,명,C,기타
8457,앞바다,명,C,자연 및 환경
1299,앞서,부,C,기타
2201,앞서다,동,B,기타
3486,앞세우다,동,C,기타
2555,앞장서다,동,C,기타
7838,앞쪽,명,B,기타
4291,애01,명,C,기타
315,애02,명,B,기타
1651,애쓰다,동,C,동작
3419,애인02,명,B,기타
3078,애정02,명,C,기타
3420,애초01,명,C,기타
7068,액세서리,명,B,기타
2971,액수03,명,C,기타
7840,앨범,명,C,기타
821,야04,감,B,기타
5644,야간,명,C,기타
2688,야구02,명,A,기타
19003,야구장,명,C,기타
4360,야단01,명,C,기타
9685,야옹01,부,C,기타
6098,야외,명,B,기타
3194,야채,명,B,기타
8840,야하다01,형,C,기타
9247,약01,명,C,기타
677,약03,관,B,기타
2027,약07,명,A,기타
2363,약간,명,B,기타
666,약간,부,B,기타
7298,약국02,명,A,기타
1203,약속,명,A,기타
2660,약속하다,동,A,기타
9248,약수04,명,C,기타
4534,약점01,명,C,기타
9249,약품,명,C,기타
1860,약하다01,형,B,기타
5377,약해지다,동,C,기타
28129,약혼녀,명,C,기타
34677,약혼자01,명,C,기타
8458,얄밉다,형,C,기타
3421,얇다,형,B,기타
7841,양05,명,C,기타
3592,양07,관,C,기타
1428,양20,명,B,기타
1576,양25,의,C,기타
3044,양국01,명,C,기타
3422,양념,명,B,기타
21230,양력02,명,C,기타
5248,양말01,명,A,기타
9250,양배추,명,B,기타
9251,양보03,명,C,기타
5129,양보하다,동,B,기타
4535,양복01,명,A,기타
8459,양상추,명,C,기타
34701,양식03,명,C,기타
1831,양식04,명,C,기타
4007,양심02,명,C,기타
9252,양옆,명,C,기타
8157,양주04,명,C,기타
2532,양쪽,명,B,기타
2116,양파,명,B,기타
9253,얕다,형,B,기타
4361,얘02,감,C,기타
3079,얘03,불,B,기타
237,얘기,명,A,기타
736,얘기하다,동,A,기타
446,어02,감,A,기타
4814,어기다01,동,C,기타
975,어깨01,명,A,기타
133,어느01,관,A,기타
4919,어느덧,부,C,기타
2028,어느새,부,B,기타
9254,어두워지다,동,B,기타
1475,어둠,명,B,기타
1476,어둡다,형,B,기타
1846,어디01,감,A,기타
155,어디01,대,A,기타
4815,어때,불,B,기타
845,어떠하다,형,A,기타
2689,어떡하다,불,B,기타
67,어떤,관,A,기타
76,어떻다,형,A,기타
1455,어려움,명,B,기타
6640,어려워지다,동,C,기타
223,어렵다,형,A,추상적 개념
653,어른01,명,A,기타
4141,어리다01,동,B,기타
481,어리다03,형,B,기타
3698,어리석다,형,C,기타
4084,어린아이,명,B,기타
4624,어린애,명,B,기타
802,어린이01,명,A,기타
8160,어린이날,명,B,기타
3080,어머,감,B,기타
106,어머니01,명,A,기타
2902,어머님,명,B,기타
2775,어색하다02,형,B,기타
1522,어서01,부,A,기타
990,어울리다,동,B,기타
28175,어저께,명,C,기타
2138,어제01,부,A,시간 및 빈도
2252,어제01,명,A,시간 및 빈도
5378,어젯밤,명,B,기타
4292,어지럽다,형,C,기타
4536,어째서,불,C,기타
1477,어쨌든,부,C,기타
749,어쩌다01,동,B,기타
4537,어쩌다02,부,C,기타
8845,어쩌다가,부,C,기타
1354,어쩌면,부,B,기타
4085,어쩐지,부,B,기타
9257,어쩜,부,C,기타
1558,어찌,부,C,기타
7303,어찌나,부,C,기타
4293,어찌하다,동,C,기타
34770,억04,수,B,기타
3364,억울하다,형,C,기타
497,언니,명,A,기타
4221,언덕,명,C,기타
1029,언론,명,C,기타
667,언어01,명,C,기타
891,언제01,부,A,기타
1008,언제01,대,A,기타
794,언제나,부,A,기타
1700,언젠가,부,B,기타
2776,얹다,동,B,기타
331,얻다01,동,B,기타
6099,얻어먹다,동,C,음식
157,얼굴01,명,A,기타
4538,얼다01,동,B,기타
1047,얼른02,부,B,기타
10149,얼리다03,동,C,기타
402,얼마,명,A,기타
9690,얼마간,명,C,기타
285,얼마나,부,A,기타
3593,얼음01,명,B,기타
3045,얼핏,부,C,기타
2506,엄격하다02,형,C,기타
240,엄마,명,A,기타
6100,엄숙하다,형,C,기타
937,엄청나다,형,C,기타
3940,업다,동,C,기타
1105,업무02,명,B,기타
2637,업종01,명,C,기타
1123,업체,명,C,기타
10,없다01,형,A,기타
1925,없애다,동,B,기타
1039,없어지다,동,B,기타
171,없이,부,B,기타
5646,엇갈리다,동,C,기타
3196,엉덩이,명,C,기타
2903,엉뚱하다,형,B,기타
5379,엉망,명,C,기타
7304,엉터리,명,C,기타
9260,엊그제,부,B,기타
3699,엎드리다,동,C,기타
3423,에02,감,C,기타
1210,에너지,명,B,기타
7071,에어컨,명,A,기타
4363,엔01,의,B,기타
5131,엔진,명,C,기타
4816,엘리베이터,명,B,기타
4539,여07,명,B,기타
6101,여가03,명,C,기타
4086,여간,부,C,기타
2202,여건01,명,C,기타
2286,여겨지다,동,C,기타
9261,여고생,명,B,기타
5380,여관03,명,B,기타
5519,여군02,명,C,기타
4142,여권02,명,A,기타
144,여기01,대,A,기타
1063,여기다,동,C,기타
2084,여기저기,명,B,기타
8467,여대생,명,B,기타
34841,여덟,수,A,기타
6102,여동생,명,A,기타
13584,여든,수,A,기타
117,여러,관,A,기타
1300,여러분,대,A,기타
3700,여럿,명,C,기타
1979,여론02,명,C,기타
766,여름01,명,A,기타
3764,여름철,명,B,기타
2904,여보01,감,B,기타
3081,여보세요,감,A,기타
17283,여섯,수,A,기타
146,여성01,명,B,기타
9263,여왕,명,C,기타
5249,여우01,명,B,기타
1994,여유,명,B,기타
2085,여인01,명,C,기타
84,여자02,명,A,기타
7848,여전하다,형,C,기타
824,여전히,부,C,기타
10153,여직원,명,B,기타
5381,여쭈다,동,B,기타
3287,여학생,명,A,사람 및 관계
984,여행02,명,A,기타
6642,여행사,명,B,기타
5949,여행하다01,동,A,기타
1667,역06,명,C,기타
4087,역14,명,A,기타
208,역사04,명,A,기타
2319,역사가,명,B,기타
5787,역사상02,명,C,기타
2601,역사적,명,B,기타
6842,역사학,명,C,기타
313,역시01,부,B,기타
443,역할,명,B,기타
3826,연간02,명,C,기타
4364,연결01,명,C,기타
2219,연결되다,동,B,기타
2345,연결하다01,동,B,기타
4365,연관06,명,C,기타
239,연구03,명,B,기타
1950,연구소,명,B,기타
6275,연구실,명,C,기타
4817,연구원01,명,C,기타
2320,연구자,명,B,기타
1566,연구하다02,동,B,기타
543,연극,명,C,기타
6458,연기05,명,C,기타
2364,연기09,명,B,기타
1724,연기10,명,B,기타
9265,연기되다01,동,C,기타
2321,연기자,명,C,기타
8471,연기하다01,동,C,기타
17294,연두색,명,C,기타
2267,연락02,명,C,기타
15856,연락처,명,B,기타
4088,연락하다02,동,B,기타
4540,연령01,명,C,기타
3124,연말02,명,B,기타
6104,연상하다02,동,C,기타
3702,연설02,명,C,기타
15860,연세02,명,B,기타
3321,연속02,명,C,기타
1896,연습03,명,A,기타
5382,연습하다03,동,A,기타
4819,연애05,명,C,기타
3539,연예인,명,C,기타
5520,연인06,명,C,기타
5521,연장05,명,C,기타
5788,연주06,명,C,기타
2638,연출02,명,C,기타
5383,연출하다,동,C,기타
3703,연필,명,A,기타
7311,연하다01,형,B,기타
2661,연합03,명,C,기타
4820,연휴02,명,B,기타
9266,열03,수,A,기타
1821,열07,명,B,기타
4628,열기07,명,C,기타
287,열다02,동,A,기타
10159,열리다01,동,B,기타
436,열리다02,동,B,기타
3596,열매01,명,C,기타
4143,열쇠,명,A,기타
660,열심히,부,A,기타
4223,열정02,명,C,기타
5384,열중하다,동,C,기타
2602,열차02,명,B,기타
5523,열흘,명,B,기타
5649,엷다01,형,C,기타
3704,염려01,명,C,기타
7074,염려하다01,동,B,기타
7581,엽서02,명,B,기타
3879,엿보다,동,C,동작
6844,영03,부,C,기타
,영국,고,A,기타
7853,영남,명,C,기타
2578,영상01,명,C,기타
28312,영상03,명,B,기타
2163,영양05,명,C,기타
1090,영어02,명,A,기타
3288,영업,명,C,기타
1349,영역03,명,C,기타
5385,영웅,명,C,기타
2934,영원하다,형,B,기타
3540,영원히,부,B,기타
5037,영하,명,B,기타
455,영향04,명,C,기타
4089,영향력,명,C,기타
2579,영혼02,명,C,기타
341,영화01,명,A,감정 및 상태
11308,영화관01,명,C,감정 및 상태
8168,영화배우,명,C,감정 및 상태
3827,영화제,명,C,감정 및 상태
444,옆,명,A,기타
5038,옆구리,명,C,기타
10162,옆방,명,B,기타
6107,옆집,명,B,장소
3289,예01,명,C,기타
605,예06,감,A,기타
452,예08,명,B,기타
3943,예감03,명,C,기타
5952,예고하다,동,C,기타
2009,예금01,명,B,기타
28328,예매하다01,동,B,기타
3290,예방02,명,C,기타
4448,예방하다01,동,C,기타
7583,예보,명,C,기타
4541,예비02,명,C,기타
1009,예쁘다,형,A,기타
1629,예산02,명,C,자연 및 환경
2690,예상02,명,B,기타
2010,예상되다,동,C,기타
3243,예상하다,동,C,기타
5524,예선02,명,C,기타
21340,예순,수,A,기타
205,예술,명,B,문화 및 사회
1701,예술가,명,B,문화 및 사회
11311,예술적,명,C,문화 및 사회
28337,예습,명,C,기타
28338,예습하다,동,C,기타
15879,예식장,명,C,기타
9271,예약,명,B,기타
12720,예약하다,동,C,기타
3244,예외,명,C,기타
4090,예의06,명,C,기타
1832,예전01,명,B,기타
2449,예절,명,B,기타
999,예정02,명,B,기타
4294,예정되다,동,C,기타
3828,예측하다,동,C,기타
2533,예컨대,부,C,기타
1445,옛01,관,B,기타
617,옛날,명,A,기타
8863,옛날이야기,명,B,기타
5386,오02,감,B,기타
21348,오04,수,A,기타
3365,오가다,동,B,동작
544,오늘,부,A,시간 및 빈도
310,오늘,명,A,시간 및 빈도
721,오늘날,명,B,시간 및 빈도
71,오다01,보,A,동작
35,오다01,동,A,동작
5650,오락01,명,C,기타
978,오래02,부,A,기타
6108,오래간만,명,A,기타
6109,오래도록,부,B,기타
3046,오래되다,동,B,기타
2203,오래전,명,B,기타
1254,오랜,관,B,기타
2390,오랜만,명,A,기타
1420,오랫동안,명,B,기타
4145,오렌지,명,A,기타
3765,오로지,부,C,기타
4922,오르내리다,동,C,기타
394,오르다,동,A,기타
8169,오른발,명,B,기타
5651,오른손,명,B,기타
1897,오른쪽,명,A,기타
6846,오리03,명,B,기타
8865,오븐,명,B,기타
1000,오빠,명,A,기타
19100,오십,수,A,기타
1222,오염,명,C,기타
3425,오염되다,동,C,기타
991,오월01,명,A,기타
7076,오이01,명,B,기타
1193,오전02,명,A,기타
2140,오직01,부,B,기타
2287,오징어,명,B,기타
4224,오페라,명,C,기타
10167,오피스텔,명,B,기타
3426,오해02,명,C,기타
606,오후02,명,A,기타
355,오히려,부,C,기타
7857,옥상03,명,C,기타
5527,옥수수,명,B,기타
1465,온01,관,B,기타
1630,온갖,관,C,기타
2475,온도,명,B,기타
17329,온돌,명,C,기타
8478,온라인,명,C,기타
2268,온몸,명,B,기타
8866,온종일,명,C,직업 및 활동
2253,온통,부,B,기타
4449,올02,명,C,기타
1951,올02,관,C,기타
10168,올가을,명,C,기타
669,올라가다,동,A,동작
6647,올라서다,동,C,기타
1494,올라오다,동,B,동작
9275,올라타다,동,C,기타
3125,올려놓다,동,B,기타
6110,올려다보다,동,C,동작
472,올리다01,동,C,기타
1437,올림픽,명,B,기타
1652,올바르다,형,C,기타
9709,올여름,명,C,기타
701,올해,명,A,기타
753,옮기다,동,B,기타
1172,옳다01,형,B,기타
530,옷01,명,A,사물
4630,옷차림,명,C,사물
5252,와02,감,B,기타
10169,와이셔츠,명,C,기타
8867,와인,명,B,기타
2507,완벽하다,형,B,기타
3291,완성01,명,C,기타
3880,완성되다,동,C,기타
3766,완성하다01,동,C,기타
3245,완전01,명,C,기타
2508,완전하다01,형,C,기타
795,완전히,부,B,기타
1142,왕04,명,B,기타
8869,왕비,명,C,기타
4923,왕자01,명,C,기타
159,왜02,부,A,기타
1301,왜냐하면,부,A,기타
2972,왠지,부,B,기타
892,외04,의,B,기타
8481,외갓집,명,C,장소
35141,외과01,명,C,기타
2346,외교01,명,B,기타
5039,외교관,명,B,기타
651,외국02,명,A,기타
5040,외국어,명,A,기타
1611,외국인,명,A,기타
6112,외다02,동,C,기타
4717,외로움,명,C,기타
3322,외롭다,형,B,기타
3126,외면하다,동,C,기타
4146,외모02,명,C,기타
1711,외부02,명,C,기타
7078,외삼촌,명,B,기타
13623,외아들,명,C,기타
4718,외우다01,동,B,기타
9713,외제05,명,C,기타
5257,외출,명,B,기타
9714,외출하다,동,B,기타
1446,외치다01,동,C,기타
