순위,단어,품사,등급,카테고리
4589,난리02,명,C,기타
9957,난방02,명,C,기타
143,날01,명,A,기타
2073,날개01,명,B,기타
2230,날다01,동,A,기타
3309,날리다02,동,C,기타
1291,날씨01,명,A,자연 및 환경
2380,날아가다,동,B,동작
7201,날아다니다,동,C,기타
2855,날아오다,동,B,동작
2994,날짜01,명,A,기타
3857,날카롭다,형,C,기타
1940,낡다01,형,B,기타
360,남01,명,C,기타
6380,남02,명,B,기타
8324,남04,명,B,기타
1056,남기다,동,B,기타
1068,남녀,명,A,기타
290,남다01,동,B,기타
,남대문,고,A,기타
,남대문시장,고,A,장소
9077,남동생,명,A,기타
4590,남매,명,B,기타
,남미,고,C,기타
2310,남부01,명,C,기타
5876,남북,명,C,기타
,남산,고,B,자연 및 환경
742,남성01,명,B,기타
154,남자02,명,A,기타
1598,남쪽,명,A,기타
255,남편01,명,A,기타
5594,남학생,명,A,사람 및 관계
5877,납득하다,동,C,기타
3226,낫다01,동,B,기타
1696,낫다02,형,B,기타
5189,낭비,명,C,기타
1184,낮,명,A,기타
974,낮다,형,A,기타
5465,낮아지다,동,C,기타
3572,낮추다,동,C,기타
2209,낯설다,형,B,기타
4875,낱말02,명,C,기타
433,낳다01,동,B,기타
463,내09,의,C,기타
10449,내과01,명,C,기타
2405,내내01,부,B,기타
1941,내년,명,A,기타
1069,내놓다,동,B,기타
182,내다02,보,A,기타
167,내다02,동,A,기타
2793,내다보다,동,C,동작
6195,내달,명,C,기타
1041,내려가다,동,A,동작
3310,내려놓다,동,B,기타
3029,내려다보다,동,B,동작
894,내려오다,동,A,동작
4120,내려지다,동,C,기타
243,내리다01,동,A,기타
1545,내밀다,동,B,기타
4591,내버리다,동,C,기타
5737,내보내다,동,C,기타
1190,내부04,명,C,기타
4779,내쉬다,동,C,기타
5191,내외01,명,C,기타
4876,내외02,명,C,기타
212,내용02,명,B,기타
9963,내용물,명,C,기타
3520,내일,부,A,시간 및 빈도
1270,내일,명,A,시간 및 빈도
7728,내적01,명,C,기타
3574,내주다,동,C,기타
2592,내지01,부,B,기타
26255,내후년,명,C,기타
4877,냄비,명,B,기타
1061,냄새,명,B,기타
9080,냇물,명,C,기타
4121,냉동,명,C,기타
13192,냉면,명,A,기타
20268,냉방,명,C,기타
3311,냉장고,명,A,기타
100,너01,대,A,기타
2231,너머,명,B,기타
225,너무01,부,A,기타
1152,너무나,부,B,기타
1588,너희,대,B,기타
22829,넉01,관,C,기타
4500,넉넉하다,형,C,기타
1492,널리,부,C,기타
638,넓다,형,A,기타
4780,넓어지다,동,B,기타
2763,넓히다,동,B,기타
5330,넘겨주다,동,C,기타
1459,넘기다,동,C,기타
476,넘다01,동,B,기타
1615,넘어가다01,동,B,동작
4984,넘어뜨리다,동,C,기타
1697,넘어서다,동,B,기타
4680,넘어오다,동,C,동작
4332,넘어지다,동,B,기타
2172,넘치다,동,B,기타
219,넣다,동,A,기타
1304,네02,관,A,기타
357,네03,감,A,기타
8328,네거리,명,B,기타
6766,넥타이,명,A,기타
6980,넷01,수,A,기타
10452,넷째,관,A,기타
6198,넷째,수,A,기타
2074,녀석,의,B,기타
26,년02,의,A,기타
345,년대,의,B,기타
2890,년도,의,B,기타
4048,년생80,의,C,기타
547,노동03,명,C,기타
792,노동자,명,B,기타
8329,노란색,명,A,기타
3109,노랗다,형,B,기타
487,노래01,명,A,기타
3977,노래방,명,B,기타
3398,노래하다,동,A,기타
7474,노랫소리,명,B,기타
494,노력01,명,B,기타
944,노력하다01,동,B,기타
4189,노선01,명,C,기타
1086,노인01,명,B,기타
8031,노트02,명,A,기타
4122,녹다01,동,C,기타
4265,녹색,명,B,기타
8699,녹음03,명,B,기타
8330,녹음하다,동,B,기타
6562,녹이다,동,C,기타
16643,녹차01,명,B,기타
9966,녹화03,명,C,감정 및 상태
2677,논01,명,C,기타
1236,논리,명,C,기타
5331,논리적01,명,C,기타
1417,논문,명,B,기타
2953,논의하다,동,B,기타
2708,논쟁,명,C,기타
3859,논하다,동,C,기타
418,놀다01,동,A,기타
594,놀라다,동,A,기타
1829,놀랍다,형,B,기타
4411,놀리다01,동,C,기타
1177,놀이01,명,B,기타
7731,놀이터,명,B,기타
848,놈01,의,C,기타
9968,농구07,명,B,기타
2856,농담01,명,B,기타
597,농민,명,C,기타
3267,농부01,명,C,기타
1472,농사01,명,B,기타
5595,농사일,명,C,직업 및 활동
4985,농사짓다,동,C,기타
1942,농산물,명,C,자연 및 환경
723,농업,명,B,기타
5596,농장05,명,C,기타
1493,농촌,명,B,기타
277,높다,형,A,기타
1657,높아지다,동,B,기타
2210,높이01,명,B,기타
2566,높이02,부,B,기타
1153,높이다,동,B,기타
151,놓다01,보,A,기타
415,놓다01,동,A,기타
6382,놓아두다,동,C,기타
1319,놓이다,동,B,기타
2173,놓치다,동,B,기타
6201,놔두다,동,C,기타
2739,뇌03,명,C,기타
114,누구,대,A,기타
1140,누나01,명,A,기타
1599,누르다01,동,B,기타
107,눈01,명,A,기타
1505,눈04,명,A,기타
6565,눈가,명,C,기타
8033,눈감다,동,C,기타
1482,눈길01,명,C,기타
3629,눈동자,명,C,기타
8034,눈뜨다,동,C,기타
814,눈물01,명,A,기타
20303,눈병,명,C,기타
4334,눈부시다,형,C,기타
2075,눈빛01,명,B,기타
3030,눈썹,명,B,기타
1943,눈앞,명,B,기타
981,눕다01,동,B,기타
914,뉴스,명,A,기타
,뉴욕,고,B,기타
1011,느껴지다,동,B,기타
222,느끼다02,동,B,기타
401,느낌,명,B,기타
3860,느리다01,형,B,기타
4878,늑대,명,C,기타
707,늘,부,B,기타
1427,늘다01,동,B,기타
1636,늘리다,동,B,기타
809,늘어나다,동,B,기타
4412,늘어놓다,동,C,기타
4879,늘어서다,동,C,기타
4781,늘어지다,동,C,기타
1658,늙다,동,B,기타
6035,능동적,명,C,기타
502,능력02,명,B,기타
11040,늦가을,명,C,기타
3630,늦다,동,A,기타
949,늦다,형,A,기타
6202,늦어지다,동,C,기타
89,다03,부,A,기타
4266,다03,명,A,기타
2279,다가가다,동,B,동작
5334,다가서다,동,C,기타
1262,다가오다,동,B,동작
7736,다녀가다,동,B,동작
1876,다녀오다,동,A,동작
284,다니다,동,A,기타
3399,다듬다,동,C,기타
1114,다루다01,동,C,기타
163,다르다01,형,A,기타
82,다른,관,A,기타
3400,다름없다,형,C,기타
747,다리01,명,A,기타
2466,다리02,명,A,기타
713,다만01,부,C,기타
2354,다방02,명,C,기타
7476,다섯,수,A,기타
20314,다섯째,관,A,기타
15360,다섯째,수,A,기타
1191,다소01,부,C,기타
2891,다수,명,B,기타
81,다시01,부,A,기타
8704,다양성,명,C,기타
595,다양하다01,형,B,기타
9517,다양해지다,동,C,기타
112,다음01,명,A,기타
11043,다이어트,명,B,기타
4880,다정하다,형,C,기타
1361,다지다,동,C,기타
3181,다짐하다,동,C,기타
3110,다치다01,동,B,기타
2546,다투다,동,C,기타
5087,다툼,명,C,기타
1506,다하다,동,B,기타
3735,다행,명,C,기타
3915,다행히,부,B,기타
3631,닥치다01,동,C,기타
810,닦다01,동,A,기타
5881,단06,명,C,기타
2001,단09,관,B,기타
471,단계03,명,C,기타
9082,단골01,명,C,기타
4987,단단하다,형,C,기타
4782,단독02,명,C,기타
9084,단맛,명,B,음식
5470,단순02,명,C,기타
1217,단순하다,형,B,기타
1804,단순히,부,B,기타
2192,단어,명,A,기타
1659,단위02,명,C,기타
4335,단점01,명,B,기타
1380,단지04,부,B,기타
2076,단지08,명,B,기타
498,단체02,명,B,기타
11684,단추01,명,C,기타
3979,단편01,명,C,기타
13214,단풍01,명,C,기타
1959,닫다02,동,A,기타
4413,닫히다,동,B,기타
1115,달05,명,A,기타
620,달05,의,A,기타
2438,달걀,명,B,기타
1877,달다03,동,B,기타
9979,달다04,동,C,기타
861,달다05,보,C,기타
3980,달다05,동,B,기타
4881,달다07,형,A,기타
899,달라지다,동,B,기타
3916,달래다01,동,C,기타
8336,달러,명,A,기타
763,달러,의,A,기타
1805,달려가다,동,B,동작
4882,달려들다,동,C,기타
2593,달려오다,동,B,동작
5088,달력,명,A,기타
703,달리01,부,C,기타
4050,달리기,명,C,기타
1790,달리다01,동,B,기타
867,달리다04,동,B,기타
4594,달리하다01,동,C,기타
6036,달빛,명,B,기타
2710,달아나다,동,B,기타
2857,닭,명,A,기타
7478,닭고기,명,A,기타
2211,닮다,동,B,기타
5739,담01,명,C,기타
2920,담그다,동,B,기타
1616,담기다01,동,B,기타
609,담다01,동,B,기타
2057,담당,명,C,기타
4988,담당자,명,C,기타
2496,담당하다,동,B,기타
679,담배,명,A,기타
9089,담요,명,B,기타
2858,담임,명,B,기타
4191,답03,명,C,기타
2618,답답하다,형,B,기타
4989,답변,명,C,기타
7738,답장,명,B,기타
3228,답하다,동,B,기타
14205,닷새,명,B,기타
3312,당근,명,B,기타
3140,당기다01,동,B,기타
3401,당당하다,형,C,기타
6038,당분간,부,C,기타
271,당시02,명,C,기타
217,당신02,대,B,기타
1311,당연하다01,형,B,기타
2567,당연히01,부,B,기타
1320,당장02,명,B,기타
675,당하다01,동,C,기타
2619,당황하다,동,B,기타
1434,닿다01,동,B,기타
5090,대01,의,C,기타
9091,대01,명,C,기타
527,대06,의,C,기타
2764,대11,의,B,기타
1208,대15,의,B,기타
3229,대가06,명,C,기타
6770,대강02,부,C,자연 및 환경
4124,대개03,명,C,기타
1709,대개03,부,C,기타
,대구,고,B,기타
1878,대규모,명,C,기타
2174,대기07,명,C,기타
2406,대기업,명,B,기타
5337,대기하다04,동,C,기타
5092,대낮,명,C,기타
724,대다01,동,C,기타
3683,대다수,명,C,기타
2248,대단하다,형,B,기타
2249,대단히,부,B,기타
1453,대답,명,A,기타
1096,대답하다,동,A,기타
4051,대도시,명,B,장소
5195,대략,부,C,기타
2795,대량01,명,C,기타
569,대로01,의,C,기타
2995,대륙01,명,C,기타
2333,대문03,명,B,기타
391,대부분,명,B,기타
4990,대비10,명,C,기타
2568,대비하다04,동,C,기타
5471,대사04,명,C,기타
4193,대사17,명,C,기타
5883,대사관,명,A,기타
8710,대상자03,명,C,기타
655,대신03,명,B,기타
3032,대신하다,동,C,기타
8342,대여섯,관,C,기타
2038,대응02,명,C,기타
2407,대응하다,동,C,기타
8043,대입01,명,C,기타
,대전,고,B,기타
5339,대접05,명,C,기타
6387,대접하다,동,C,기타
808,대중02,명,B,기타
9527,대중교통,명,B,기타
2439,대중문화,명,B,감정 및 상태
11691,대중적,명,C,기타
744,대책03,명,C,문화 및 사회
3981,대처하다02,동,C,기타
4991,대체02,부,C,기타
1685,대체로,부,C,기타
2954,대출03,명,C,기타
2824,대충01,부,C,기타
128,대통령,명,B,기타
482,대표,명,B,기타
1760,대표적,명,B,기타
4415,대표하다,동,C,기타
24,대하다02,동,B,기타
261,대학01,명,A,기타
4416,대학교,명,A,장소
7487,대학교수,명,B,장소
,대학로,고,C,기타
1944,대학생,명,A,사람 및 관계
3268,대학원,명,B,기타
,대한민국,고,B,기타
3183,대합실,명,C,기타
1589,대형04,명,C,기타
699,대화06,명,A,감정 및 상태
8044,대화하다02,동,B,감정 및 상태
485,대회02,명,B,기타
1867,댁01,명,A,기타
3402,댐02,명,C,기타
46,더01,부,A,기타
1473,더구나01,부,B,기타
7211,더더욱,부,C,기타
9095,더러워지다,동,C,기타
3269,더럽다,형,B,기타
1293,더불다,동,C,기타
273,더욱,부,C,기타
4992,더욱더,부,C,기타
2334,더욱이,부,C,기타
3230,더위,명,B,기타
1791,더하다,동,B,기타
2955,덕05,명,C,기타
2892,덕분,명,B,기타
,덕수궁,고,B,기타
621,던지다,동,B,기타
2154,덜01,부,B,기타
3313,덜다01,동,C,기타
2678,덥다01,형,A,기타
2110,덧붙이다,동,C,기타
3403,덩어리,명,C,기타
2193,덮다,동,B,기타
5198,덮이다,동,C,기타
62,데01,의,B,기타
5094,데려가다,동,B,동작
9529,데려오다,동,B,동작
1167,데리다,동,B,기타
9101,데우다01,동,C,기타
5598,데이트,명,C,기타
1198,도05,의,C,기타
3141,도10,명,C,기타
3800,도11,명,C,기타
2408,도구10,명,B,기타
3270,도달하다01,동,C,기타
1158,도대체,부,C,기타
3861,도덕,명,C,기타
4052,도둑01,명,B,기타
4417,도로01,부,B,기타
1773,도로07,명,B,기타
5199,도리어,부,C,기타
8045,도마01,명,C,기타
6572,도망02,명,C,기타
6210,도망가다,동,B,동작
4195,도망치다,동,C,기타
1732,도서관,명,A,장소
423,도시03,명,A,장소
3633,도시락,명,B,장소
4993,도심04,명,C,기타
2194,도와주다,동,A,기타
714,도움,명,B,기타
6042,도움말,명,C,기타
2195,도입,명,C,기타
5095,도자기,명,B,기타
12423,도장17,명,C,기타
2548,도저히,부,C,기타
4054,도전04,명,C,기타
2859,도중04,명,B,기타
9103,도착01,명,A,기타
1305,도착하다01,동,A,기타
,도쿄(동경),고,B,기타
16709,독감01,명,C,기타
2175,독립,명,C,기타
6775,독립하다,동,C,기타
4196,독서03,명,B,기타
,독일,고,A,직업 및 활동
13235,독일어,명,B,직업 및 활동
5886,독창적,명,C,기타
1398,독특하다,형,C,기타
6212,독하다,형,C,기타
140,돈01,명,A,사물
1375,돌02,명,B,기타
927,돌다,동,B,기타
6776,돌려주다,동,B,기타
505,돌리다04,동,B,기타
5096,돌멩이,명,C,기타
2956,돌보다,동,B,동작
519,돌아가다,동,A,동작
3348,돌아다니다,동,C,기타
2176,돌아보다,동,B,동작
2825,돌아서다,동,B,기타
377,돌아오다,동,A,동작
1109,돕다,동,A,기타
1879,동09,관,C,기타
4197,동15,의,C,기타
8718,동그라미,명,C,기타
9105,동그랗다,형,C,기타
6575,동기04,명,C,기타
2232,동기07,명,B,기타
793,동네,명,B,기타
,동대문,고,B,기타
,동대문시장,고,B,장소
1774,동료,명,C,기타
1294,동물,명,A,기타
12428,동물원,명,B,기타
3862,동부05,명,C,기타
602,동생01,명,A,기타
5742,동서04,명,C,기타
14242,동서남북,명,C,기타
529,동시02,명,B,기타
3920,동아리02,명,B,기타
214,동안01,명,A,기타
3111,동양03,명,B,기타
15425,동양인,명,C,기타
3737,동의02,명,C,기타
4198,동의하다01,동,C,기타
2620,동일하다,형,C,직업 및 활동
1815,동작03,명,C,기타
4503,동전05,명,B,기타
2569,동쪽,명,A,기타
5341,동창01,명,B,기타
3112,동포02,명,C,기타
2796,동행01,명,C,기타
2826,동화07,명,B,감정 및 상태
8050,동화책,명,C,감정 및 상태
2893,돼지,명,A,기타
4418,돼지고기,명,A,기타
2996,되게,부,B,기타
5,되다01,동,A,기타
4685,되돌리다,동,C,기타
5602,되돌아가다,동,C,동작
8349,되돌아보다,동,C,동작
5098,되돌아오다,동,C,동작
6045,되살리다,동,C,기타
3231,되찾다,동,C,기타
5887,되풀이되다,동,C,기타
3523,되풀이하다01,동,C,기타
4994,된장,명,B,기타
10482,된장찌개,명,B,기타
63,두01,관,A,기타
2827,두껍다,형,B,기타
5099,두께01,명,C,기타
3404,두뇌,명,C,기타
266,두다01,동,B,기타
326,두다01,보,B,기타
2860,두드러지다,형,C,기타
2894,두드리다,동,B,기타
3466,두려움,명,C,기타
4419,두려워하다,동,C,기타
3034,두렵다01,형,C,기타
2077,두르다,동,C,기타
5342,두리번거리다,동,C,기타
5603,두부01,명,B,기타
5473,두세,관,B,기타
4505,두어,관,C,기타
6394,두통,명,B,기타
575,둘01,수,A,기타
2594,둘러보다,동,B,동작
1850,둘러싸다,동,C,기타
4995,둘러싸이다,동,C,기타
1660,둘째,수,A,기타
2679,둘째,관,A,기타
2155,둥글다01,형,B,기타
2497,둥지,명,C,기타
87,뒤01,명,A,기타
3271,뒤늦다,형,C,기타
2997,뒤따르다,동,C,기타
3272,뒤지다02,동,C,기타
2957,뒤집다,동,B,장소
5100,뒤쪽01,명,B,기타
6989,뒤편,명,C,기타
9992,뒷골목,명,C,기타
3863,뒷모습,명,C,기타
7497,뒷문,명,C,기타
6046,뒷산,명,B,자연 및 환경
2078,드디어,부,C,기타
1237,드라마,명,B,기타
598,드러나다,동,C,기타
1460,드리다01,동,A,기타
830,드리다01,보,A,기타
1960,드물다,형,C,기타
88,듣다01,동,A,동작
2797,들01,명,B,기타
3142,들다01,보,B,기타
91,들다01,동,A,기타
130,들다04,동,A,기타
1733,들려오다,동,B,동작
4337,들려주다,동,B,기타
1961,들르다,동,B,기타
866,들리다03,동,B,기타
158,들어가다01,동,A,동작
646,들어서다,동,B,기타
256,들어오다,동,A,동작
9994,들어주다,동,C,기타
5743,들여놓다,동,C,기타
1739,들여다보다,동,B,동작
1515,들이다02,동,C,기타
6779,들이마시다02,동,C,음식
5604,들이켜다01,동,C,기타
337,듯01,의,C,기타
3685,듯싶다,보,C,기타
989,듯이01,의,B,기타
347,듯하다,보,C,기타
1019,등01,명,B,기타
3405,등04,의,B,기타
18,등05,의,B,기타
3349,등등01,의,C,기타
3273,등록01,명,B,기타
7221,등록금,명,B,기타
4268,등록증,명,C,기타
9537,등록하다01,동,C,기타
4996,등산,명,A,자연 및 환경
8355,등산로,명,B,자연 및 환경
3035,등장01,명,C,기타
987,등장하다01,동,C,기타
3274,디스크,명,C,기타
9995,디자이너,명,B,기타
3036,디자인,명,B,기타
26587,따님,명,C,기타
1590,따다01,동,B,기타
1312,따뜻하다,형,A,기타
2468,따라가다,동,B,동작
5605,따라다니다,동,C,기타
268,따라서,부,C,기타
3921,따라오다,동,B,동작
1313,따로,부,B,기타
9996,따로따로01,부,C,기타
51,따르다01,동,B,기타
3143,따르다02,동,B,기타
5744,따스하다,형,C,기타
3524,딱02,부,C,기타
1851,딱03,부,B,기타
4200,딱딱하다01,형,C,기타
2111,딴03,관,B,기타
625,딸01,명,A,기타
8053,딸기,명,A,기타
7500,딸아이,명,C,기타
1399,땀01,명,B,기타
321,땅01,명,B,기타
8054,땅바닥,명,C,기타
4201,땅속,명,C,기타
6215,땅콩,명,B,기타
19,때01,명,A,기타
5475,때02,명,C,기타
7749,때때로,부,B,기타
1353,때로,부,C,기타
1686,때리다01,동,C,기타
31,때문,의,A,기타
6047,땜03,의,B,기타
5889,떠나가다,동,C,동작
327,떠나다,동,A,기타
8727,떠나오다,동,C,동작
2765,떠들다01,동,B,기타
5890,떠들썩하다02,형,C,기타
1042,떠오르다,동,B,기타
1749,떠올리다,동,B,기타
1443,떡01,명,A,기타
18402,떡국,명,C,기타
13255,떡볶이,명,B,기타
1271,떨다01,동,B,기타
2570,떨리다01,동,B,기타
2621,떨어뜨리다,동,B,기타
299,떨어지다,동,B,기타
2798,떼01,명,C,기타
1070,떼다01,동,B,기타
40,또,부,A,기타
250,또는,부,B,기타
2177,또다시,부,B,기타
248,또한,부,B,기타
1376,똑같다,형,A,기타
2622,똑같이,부,B,기타
3864,똑똑하다,형,B,기타
5201,똑바로,부,A,기타
4338,뚜껑,명,B,기타
3113,뚫다,동,C,기타
11721,뚱뚱하다,형,B,기타
9541,뛰놀다,동,C,기타
1852,뛰다01,동,A,기타
1626,뛰다02,동,A,기타
4598,뛰어가다,동,C,동작
9998,뛰어나가다,동,B,동작
1661,뛰어나다,형,C,기타
9114,뛰어나오다,동,C,동작
6399,뛰어내리다,동,C,기타
3315,뛰어넘다,동,C,기타
9999,뛰어놀다,동,C,기타
7224,뛰어다니다,동,B,기타
2280,뛰어들다,동,B,기타
9542,뛰어오다,동,B,동작
6780,뛰어오르다,동,C,기타
1178,뜨겁다,형,A,기타
1389,뜨다01,동,B,기타
7753,뜨다03,동,C,기타
1673,뜨다05,동,B,기타
3634,뜯다,동,C,기타
6218,뜰01,명,C,기타
296,뜻,명,B,기타
5891,뜻대로,부,C,기타
4420,뜻밖,명,C,기타
6219,뜻밖에,부,C,기타
1816,뜻하다,동,C,기타
1792,띄다01,동,C,기타
4687,띄우다02,동,C,기타
1571,라디오,명,A,기타
2623,라면01,명,A,기타
5606,라운드,명,C,기타
10002,라이벌,명,C,기타
6781,라이터,명,B,기타
5202,라인01,명,C,기타
9544,라켓,명,C,기타
,러시아,고,A,기타
,런던,고,B,기타
7503,레몬,명,B,기타
5892,레스토랑,명,B,기타
8731,레이저,명,C,기타
9115,레저,명,C,기타
5203,렌즈,명,B,기타
5893,로봇,명,C,기타
9116,로터리,명,C,기타
3525,리02,의,C,기타
3802,리그01,명,C,기타
2998,리듬,명,B,기타
9546,리터01,의,C,기타
2571,마구01,부,B,기타
3316,마누라01,명,C,기타
1740,마늘,명,B,기타
1617,마당,명,C,기타
4788,마당,의,C,기타
3037,마디01,명,C,기타
2799,마땅하다,형,C,기타
7756,마라톤,명,C,기타
1572,마련,의,C,기타
2233,마련,명,C,기타
2440,마련되다,동,B,기타
833,마련하다,동,B,기타
2441,마루03,명,B,기타
1649,마르다01,동,B,기타
1168,마리01,의,A,기타
3740,마무리,명,C,기타
8358,마사지,명,B,기타
365,마시다,동,A,음식
4508,마약,명,C,기타
9547,마요네즈,명,C,기타
480,마을01,명,B,기타
148,마음01,명,A,기타
5608,마음가짐,명,C,기타
4789,마음껏,부,C,기타
2921,마음대로,부,B,기타
4339,마음먹다,동,C,음식
2212,마음속,명,B,기타
7225,마음씨,명,C,기타
3803,마이크,명,C,기타
2250,마주01,부,B,기타
3741,마주치다,동,C,기타
8736,마중01,명,B,기타
626,마지막,명,A,기타
545,마찬가지,명,B,기타
4997,마찰,명,C,기타
580,마치03,부,B,기타
711,마치다02,동,B,기타
2265,마침02,부,B,기타
1507,마침내,부,B,기타
4998,마크,명,C,기타
9548,마흔,수,A,기타
1817,막01,부,B,기타
1159,막02,부,B,기타
4421,막걸리,명,C,기타
4269,막내,명,B,기타
700,막다01,동,B,기타
3742,막상01,부,C,기타
1344,막히다,동,B,기타
811,만01,의,C,기타
6221,만02,의,C,기타
3865,만06,관,A,기타
8359,만06,수,A,기타
7226,만07,관,B,기타
166,만나다,동,A,사람 및 관계
2572,만남,명,B,기타
16774,만두01,명,B,기타
61,만들다,동,A,직업 및 활동
1071,만들어지다,동,B,기타
3866,만만하다01,형,C,기타
9549,만세04,명,C,기타
1134,만약,명,B,기타
1761,만일01,명,B,직업 및 활동
5896,만점,명,C,기타
4999,만족01,명,C,기타
7505,만족스럽다,형,C,기타
6049,만족하다,동,B,기타
3804,만족하다,형,B,기타
2522,만지다,동,B,기타
440,만큼,의,B,기타
451,만하다,보,C,기타
2059,만화10,명,B,감정 및 상태
9551,만화가,명,C,감정 및 상태
43,많다,형,A,기타
2381,많아지다,동,B,기타
98,많이,부,A,기타
28,말01,명,A,기타
2624,말05,명,B,기타
780,말11,의,B,기타
3144,말기05,명,C,기타
5343,말다01,동,C,기타
576,말다03,동,A,기타
161,말다03,보,A,기타
3922,말리다02,동,C,기타
3232,말리다03,동,C,기타
812,말씀,명,A,기타
3184,말씀드리다,동,B,기타
1381,말씀하다,동,A,기타
3145,말없이,부,C,기타
5746,말투,명,C,기타
32,말하다,동,A,동작
1077,맑다01,형,A,기타
3923,맘01,명,C,기타
9552,맘대로,부,C,기타
390,맛01,명,A,음식
3275,맛보다01,동,C,음식
15475,맛없다,형,A,음식
1020,맛있다,형,A,음식
3467,망설이다,동,C,기타
4888,망원경,명,C,기타
5000,망치다,동,C,기타
3146,망하다,동,C,기타
378,맞다01,동,B,기타
800,맞다02,동,B,기타
1546,맞다03,동,B,기타
2828,맞서다,동,B,기타
5344,맞은편,명,B,기타
3317,맞이하다,동,C,기타
694,맞추다01,동,B,기타
1516,맡기다,동,B,기타
633,맡다01,동,B,기타
4422,맡다02,동,C,기타
5476,매01,명,C,기타
4690,매너,명,C,기타
2767,매년,부,B,기타
3982,매다01,동,B,기타
5897,매달,부,C,기타
6994,매달다,동,C,기타
1962,매달리다,동,C,기타
2409,매력,명,B,기타
10013,매번,부,C,기타
7759,매스컴,명,C,기타
393,매우01,부,A,기타
1272,매일,부,A,직업 및 활동
6784,매일,명,A,직업 및 활동
3185,매장06,명,C,기타
6995,매주01,부,C,기타
1345,매체,명,C,기타
2861,맥주,명,A,기타
1750,맨01,관,B,기타
6050,맵다,형,A,기타
1674,맺다,동,C,기타
288,머리01,명,A,기타
9554,머리말,명,C,기타
3983,머리카락,명,B,기타
5610,머리칼,명,C,기타
2178,머릿속,명,B,기타
2094,머무르다,동,B,기타
2469,머물다,동,C,기타
5478,먹고살다,동,C,기타
10015,먹다01,동,C,음식
3924,먹다02,보,A,음식
70,먹다02,동,A,음식
3686,먹이,명,C,기타
2060,먹이다,동,B,기타
8361,먹히다,동,B,기타
283,먼저,부,A,기타
2958,먼지01,명,B,기타
718,멀다02,형,A,기타
997,멀리01,부,B,기타
3186,멀어지다,동,B,기타
1418,멈추다,동,B,기타
5346,멋01,명,B,기타
5206,멋있다,형,B,기타
3350,멋지다,형,C,기타
32365,멍멍01,부,C,기타
5479,멎다01,동,C,기타
5002,메뉴,명,A,기타
6051,메다02,동,B,기타
7231,메모,명,B,기타
3526,메시지,명,B,기타
3805,메우다02,동,C,기타
23197,메일,명,B,직업 및 활동
2923,며느리,명,B,기타
1021,며칠,명,A,기타
4058,면04,명,C,기타
643,면05,명,C,기타
5347,면07,명,C,기타
5481,면담,명,C,기타
3806,면적,명,C,기타
9555,면접,명,C,기타
3527,면하다01,동,C,기타
5207,멸치,명,C,기타
77,명03,의,A,기타
6222,명단01,명,C,기타
2311,명령01,명,B,기타
5748,명령어,명,C,기타
2470,명예01,명,C,기타
3578,명의02,명,C,기타
3926,명절01,명,B,기타
3187,명칭02,명,C,기타
9557,명함,명,B,기타
3984,명확하다,형,C,기타
3743,몇,수,A,기타
186,몇,관,A,기타
2112,몇몇,관,B,기타
7234,몇십,관,B,기타
5613,모15,관,C,기타
2095,모15,대,C,기타
5003,모금01,의,C,기타
6582,모기01,명,B,기타
3000,모니터,명,B,기타
1840,모델,명,B,기타
708,모두01,명,A,기타
145,모두01,부,A,기타
137,모든,관,A,기타
2862,모래01,명,B,기타
12460,모레,명,B,기타
59,모르다,동,A,기타
4890,모범02,명,C,기타
3528,모색하다02,동,C,기타
164,모습01,명,B,기타
1368,모시다,동,B,기타
464,모양02,명,B,기타
911,모양02,의,B,기타
5899,모여들다,동,C,기타
508,모으다,동,B,기타
610,모이다01,동,B,기타
906,모임01,명,B,기타
4059,모자08,명,A,기타
2829,모자라다,동,B,기타
5104,모조리01,부,C,기타
5485,모집,명,C,장소
8064,모집하다,동,C,장소
3406,모처럼,부,C,기타
5486,모퉁이,명,C,기타
1230,목01,명,A,기타
10505,목걸이01,명,B,기타
4340,목록,명,C,기타
2523,목사05,명,B,기타
486,목소리,명,B,기타
1973,목숨,명,C,기타
11099,목요일,명,A,직업 및 활동
3808,목욕,명,A,기타
5749,목욕탕,명,B,기타
740,목적03,명,B,기타
1036,목표,명,B,기타
2196,몰다01,동,B,기타
2312,몰래01,부,B,기타
4790,몰려들다,동,C,기타
6052,몰려오다,동,C,동작
156,몸01,명,A,기타
7238,몸매,명,C,기타
7239,몸무게,명,B,기타
8364,몸살01,명,B,기타
9558,몸속,명,C,기타
3636,몸짓,명,C,기타
3744,몸통,명,C,기타
1687,몹시,부,B,기타
3745,못01,명,C,기타
207,못04,부,A,기타
3867,못되다,형,C,기타
11104,못생기다,형,C,기타
2213,못지않다,형,C,기타
495,못하다,동,A,기타
3927,못하다,형,A,기타
57,못하다,보,A,기타
5005,묘사02,명,C,기타
3746,묘사하다,동,C,기타
3687,무02,명,B,기타
7767,무08,명,C,기타
1662,무겁다,형,A,기타
2442,무게,명,B,기타
7240,무관심,명,C,기타
10024,무관심하다,형,C,기타
6405,무궁화,명,C,감정 및 상태
2113,무기05,명,C,기타
1793,무너지다,동,C,기타
3277,무늬,명,B,기타
727,무대06,명,C,기타
8367,무더위,명,B,기타
3233,무덤,명,C,기타
9129,무덥다,형,C,기타
3072,무려02,부,C,기타
